Część;Dział;Rozdział;Treść;Plan;id;parent;label;super_label;Treść_część;Treść_dział
33;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;19154;33-750-75001;33-750;19.2 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 19.2 MLN;ROZWÓJ WSI;Administracja publiczna
33;752;;Obrona narodowa;30;33-752;33;0.0 MLN;Obrona narodowa 0.0 MLN;ROZWÓJ WSI;Obrona narodowa
33;752;75212;Pozostałe wydatki obronne;30;33-752-75212;33-752;0.0 MLN;Pozostałe wydatki obronne 0.0 MLN;ROZWÓJ WSI;Obrona narodowa
34;;;ROZWÓJ REGIONALNY;2740165;34;total;2.7 MLD;ROZWÓJ REGIONALNY 2.7 MLD;ROZWÓJ REGIONALNY;ROZWÓJ REGIONALNY
34;150;;Przetwórstwo przemysłowe;262484;34-150;34;262.5 MLN;Przetwórstwo przemysłowe 262.5 MLN;ROZWÓJ REGIONALNY;Przetwórstwo przemysłowe
34;150;15011;Rozwój przedsiębiorczości;2758;34-150-15011;34-150;2.8 MLN;Rozwój przedsiębiorczości 2.8 MLN;ROZWÓJ REGIONALNY;Przetwórstwo przemysłowe
34;150;15012;Polska Agencja Rozwoju Przedsiębiorczości;218558;34-150-15012;34-150;218.6 MLN;Polska Agencja Rozwoju Przedsiębiorczości 218.6 MLN;ROZWÓJ REGIONALNY;Przetwórstwo przemysłowe
34;150;15013;Rozwój kadr nowoczesnej gospodarki i przedsiębiorczości;970;34-150-15013;34-150;1.0 MLN;Rozwój kadr nowoczesnej gospodarki i przedsiębiorczości 1.0 MLN;ROZWÓJ REGIONALNY;Przetwórstwo przemysłowe
34;150;15095;Pozostała działalność;40198;34-150-15095;34-150;40.2 MLN;Pozostała działalność 40.2 MLN;ROZWÓJ REGIONALNY;Przetwórstwo przemysłowe
34;700;;Gospodarka mieszkaniowa;20000;34-700;34;20.0 MLN;Gospodarka mieszkaniowa 20.0 MLN;ROZWÓJ REGIONALNY;Gospodarka mieszkaniowa
34;700;70006;Krajowy Zasób Nieruchomości;20000;34-700-70006;34-700;20.0 MLN;Krajowy Zasób Nieruchomości 20.0 MLN;ROZWÓJ REGIONALNY;Gospodarka mieszkaniowa
34;730;;Szkolnictwo wyższe i nauka;283899;34-730;34;283.9 MLN;Szkolnictwo wyższe i nauka 283.9 MLN;ROZWÓJ REGIONALNY;Szkolnictwo wyższe i nauka
34;730;73008;Działalność Narodowego Centrum Badań i Rozwoju;283899;34-730-73008;34-730;283.9 MLN;Działalność Narodowego Centrum Badań i Rozwoju 283.9 MLN;ROZWÓJ REGIONALNY;Szkolnictwo wyższe i nauka
34;750;;Administracja publiczna;621052;34-750;34;621.1 MLN;Administracja publiczna 621.1 MLN;ROZWÓJ REGIONALNY;Administracja publiczna
34;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;427902;34-750-75001;34-750;427.9 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 427.9 MLN;ROZWÓJ REGIONALNY;Administracja publiczna
34;750;75057;Placówki zagraniczne;1926;34-750-75057;34-750;1.9 MLN;Placówki zagraniczne 1.9 MLN;ROZWÓJ REGIONALNY;Administracja publiczna
34;750;75095;Pozostała działalność;191224;34-750-75095;34-750;191.2 MLN;Pozostała działalność 191.2 MLN;ROZWÓJ REGIONALNY;Administracja publiczna
34;752;;Obrona narodowa;19;34-752;34;0.0 MLN;Obrona narodowa 0.0 MLN;ROZWÓJ REGIONALNY;Obrona narodowa
34;752;75212;Pozostałe wydatki obronne;19;34-752-75212;34-752;0.0 MLN;Pozostałe wydatki obronne 0.0 MLN;ROZWÓJ REGIONALNY;Obrona narodowa
34;758;;Różne rozliczenia;1478748;34-758;34;1.5 MLD;Różne rozliczenia 1.5 MLD;ROZWÓJ REGIONALNY;Różne rozliczenia
34;758;75863;Regionalne Programy Operacyjne 2014-2020 finansowane z udziałem środków Europejskiego Funduszu Rozwoju Regionalnego;218560;34-758-75863;34-758;218.6 MLN;Regionalne Programy Operacyjne 2014-2020 finansowane z udziałem środków Europejskiego Funduszu Rozwoju Regionalnego 218.6 MLN;ROZWÓJ REGIONALNY;Różne rozliczenia
34;758;75864;Regionalne Programy Operacyjne 2014-2020 finansowane z udziałem środków Europejskiego Funduszu Społecznego;722418;34-758-75864;34-758;722.4 MLN;Regionalne Programy Operacyjne 2014-2020 finansowane z udziałem środków Europejskiego Funduszu Społecznego 722.4 MLN;ROZWÓJ REGIONALNY;Różne rozliczenia
34;758;75865;Programy regionalne 2021–2027 finansowane z udziałem środków Europejskiego Funduszu Rozwoju Regionalnego;248969;34-758-75865;34-758;249.0 MLN;Programy regionalne 2021–2027 finansowane z udziałem środków Europejskiego Funduszu Rozwoju Regionalnego 249.0 MLN;ROZWÓJ REGIONALNY;Różne rozliczenia
34;758;75866;Programy regionalne 2021–2027 finansowane z udziałem Europejskiego Funduszu Społecznego Plus;195819;34-758-75866;34-758;195.8 MLN;Programy regionalne 2021–2027 finansowane z udziałem Europejskiego Funduszu Społecznego Plus 195.8 MLN;ROZWÓJ REGIONALNY;Różne rozliczenia
34;758;75868;Programy regionalne 2021–2027 finansowane z udziałem Funduszu na rzecz Sprawiedliwej Transformacji;92982;34-758-75868;34-758;93.0 MLN;Programy regionalne 2021–2027 finansowane z udziałem Funduszu na rzecz Sprawiedliwej Transformacji 93.0 MLN;ROZWÓJ REGIONALNY;Różne rozliczenia
34;801;;Oświata i wychowanie;731;34-801;34;0.7 MLN;Oświata i wychowanie 0.7 MLN;ROZWÓJ REGIONALNY;Oświata i wychowanie
34;801;80195;Pozostała działalność;731;34-801-80195;34-801;0.7 MLN;Pozostała działalność 0.7 MLN;ROZWÓJ REGIONALNY;Oświata i wychowanie
34;851;;Ochrona zdrowia;1573;34-851;34;1.6 MLN;Ochrona zdrowia 1.6 MLN;ROZWÓJ REGIONALNY;Ochrona zdrowia
34;851;85195;Pozostała działalność;1573;34-851-85195;34-851;1.6 MLN;Pozostała działalność 1.6 MLN;ROZWÓJ REGIONALNY;Ochrona zdrowia
34;853;;Pozostałe zadania w zakresie polityki społecznej;71659;34-853;34;71.7 MLN;Pozostałe zadania w zakresie polityki społecznej 71.7 MLN;ROZWÓJ REGIONALNY;Pozostałe zadania w zakresie polityki społecznej
34;853;85324;Państwowy Fundusz Rehabilitacji Osób Niepełnosprawnych;142;34-853-85324;34-853;0.1 MLN;Państwowy Fundusz Rehabilitacji Osób Niepełnosprawnych 0.1 MLN;ROZWÓJ REGIONALNY;Pozostałe zadania w zakresie polityki społecznej
34;853;85332;Wojewódzkie urzędy pracy;64563;34-853-85332;34-853;64.6 MLN;Wojewódzkie urzędy pracy 64.6 MLN;ROZWÓJ REGIONALNY;Pozostałe zadania w zakresie polityki społecznej
34;853;85395;Pozostała działalność;6954;34-853-85395;34-853;7.0 MLN;Pozostała działalność 7.0 MLN;ROZWÓJ REGIONALNY;Pozostałe zadania w zakresie polityki społecznej
35;;;RYNKI ROLNE;61892;35;total;61.9 MLN;RYNKI ROLNE 61.9 MLN;RYNKI ROLNE;RYNKI ROLNE
35;010;;Rolnictwo i łowiectwo;51221;35-010;35;51.2 MLN;Rolnictwo i łowiectwo 51.2 MLN;RYNKI ROLNE;Rolnictwo i łowiectwo
35;010;01023;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych;49272;35-010-01023;35-010;49.3 MLN;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych 49.3 MLN;RYNKI ROLNE;Rolnictwo i łowiectwo
35;010;01095;Pozostała działalność;1949;35-010-01095;35-010;1.9 MLN;Pozostała działalność 1.9 MLN;RYNKI ROLNE;Rolnictwo i łowiectwo
35;750;;Administracja publiczna;10663;35-750;35;10.7 MLN;Administracja publiczna 10.7 MLN;RYNKI ROLNE;Administracja publiczna
35;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;10663;35-750-75001;35-750;10.7 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 10.7 MLN;RYNKI ROLNE;Administracja publiczna
35;752;;Obrona narodowa;8;35-752;35;0.0 MLN;Obrona narodowa 0.0 MLN;RYNKI ROLNE;Obrona narodowa
35;752;75212;Pozostałe wydatki obronne;8;35-752-75212;35-752;0.0 MLN;Pozostałe wydatki obronne 0.0 MLN;RYNKI ROLNE;Obrona narodowa
37;;;SPRAWIEDLIWOŚĆ;8005119;37;total;8.0 MLD;SPRAWIEDLIWOŚĆ 8.0 MLD;SPRAWIEDLIWOŚĆ;SPRAWIEDLIWOŚĆ
37;730;;Szkolnictwo wyższe i nauka;86447;37-730;37;86.4 MLN;Szkolnictwo wyższe i nauka 86.4 MLN;SPRAWIEDLIWOŚĆ;Szkolnictwo wyższe i nauka
37;730;73014;Działalność dydaktyczna i badawcza;86447;37-730-73014;37-730;86.4 MLN;Działalność dydaktyczna i badawcza 86.4 MLN;SPRAWIEDLIWOŚĆ;Szkolnictwo wyższe i nauka
37;750;;Administracja publiczna;122370;37-750;37;122.4 MLN;Administracja publiczna 122.4 MLN;SPRAWIEDLIWOŚĆ;Administracja publiczna
37;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;122370;37-750-75001;37-750;122.4 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 122.4 MLN;SPRAWIEDLIWOŚĆ;Administracja publiczna
37;752;;Obrona narodowa;315;37-752;37;0.3 MLN;Obrona narodowa 0.3 MLN;SPRAWIEDLIWOŚĆ;Obrona narodowa
37;752;75212;Pozostałe wydatki obronne;315;37-752-75212;37-752;0.3 MLN;Pozostałe wydatki obronne 0.3 MLN;SPRAWIEDLIWOŚĆ;Obrona narodowa
37;753;;Obowiązkowe ubezpieczenia społeczne;2396870;37-753;37;2.4 MLD;Obowiązkowe ubezpieczenia społeczne 2.4 MLD;SPRAWIEDLIWOŚĆ;Obowiązkowe ubezpieczenia społeczne
37;753;75301;Świadczenia pieniężne z zaopatrzenia emerytalnego;2392246;37-753-75301;37-753;2.4 MLD;Świadczenia pieniężne z zaopatrzenia emerytalnego 2.4 MLD;SPRAWIEDLIWOŚĆ;Obowiązkowe ubezpieczenia społeczne
37;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;4624;37-753-75312;37-753;4.6 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 4.6 MLN;SPRAWIEDLIWOŚĆ;Obowiązkowe ubezpieczenia społeczne
37;755;;Wymiar sprawiedliwości;5241116;37-755;37;5.2 MLD;Wymiar sprawiedliwości 5.2 MLD;SPRAWIEDLIWOŚĆ;Wymiar sprawiedliwości
37;755;75501;Centralne administracyjne jednostki wymiaru sprawiedliwości i prokuratury;267556;37-755-75501;37-755;267.6 MLN;Centralne administracyjne jednostki wymiaru sprawiedliwości i prokuratury 267.6 MLN;SPRAWIEDLIWOŚĆ;Wymiar sprawiedliwości
37;755;75507;Instytuty naukowe resortu sprawiedliwości;63206;37-755-75507;37-755;63.2 MLN;Instytuty naukowe resortu sprawiedliwości 63.2 MLN;SPRAWIEDLIWOŚĆ;Wymiar sprawiedliwości
37;755;75512;Więziennictwo;4700845;37-755-75512;37-755;4.7 MLD;Więziennictwo 4.7 MLD;SPRAWIEDLIWOŚĆ;Wymiar sprawiedliwości
37;755;75513;Zakłady dla nieletnich;114938;37-755-75513;37-755;114.9 MLN;Zakłady dla nieletnich 114.9 MLN;SPRAWIEDLIWOŚĆ;Wymiar sprawiedliwości
37;755;75514;Krajowa Szkoła Sądownictwa i Prokuratury;94571;37-755-75514;37-755;94.6 MLN;Krajowa Szkoła Sądownictwa i Prokuratury 94.6 MLN;SPRAWIEDLIWOŚĆ;Wymiar sprawiedliwości
37;801;;Oświata i wychowanie;157180;37-801;37;157.2 MLN;Oświata i wychowanie 157.2 MLN;SPRAWIEDLIWOŚĆ;Oświata i wychowanie
37;801;80144;Inne formy kształcenia osobno niewymienione;157180;37-801-80144;37-801;157.2 MLN;Inne formy kształcenia osobno niewymienione 157.2 MLN;SPRAWIEDLIWOŚĆ;Oświata i wychowanie
37;851;;Ochrona zdrowia;821;37-851;37;0.8 MLN;Ochrona zdrowia 0.8 MLN;SPRAWIEDLIWOŚĆ;Ochrona zdrowia
37;851;85156;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;701;37-851-85156;37-851;0.7 MLN;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego 0.7 MLN;SPRAWIEDLIWOŚĆ;Ochrona zdrowia
37;851;85195;Pozostała działalność;120;37-851-85195;37-851;0.1 MLN;Pozostała działalność 0.1 MLN;SPRAWIEDLIWOŚĆ;Ochrona zdrowia
39;;;TRANSPORT;15103274;39;total;15.1 MLD;TRANSPORT 15.1 MLD;TRANSPORT;TRANSPORT
39;600;;Transport i łączność;14841103;39-600;39;14.8 MLD;Transport i łączność 14.8 MLD;TRANSPORT;Transport i łączność
39;600;60001;Krajowe pasażerskie przewozy kolejowe;1868696;39-600-60001;39-600;1.9 MLD;Krajowe pasażerskie przewozy kolejowe 1.9 MLD;TRANSPORT;Transport i łączność
39;600;60002;Infrastruktura kolejowa;7006961;39-600-60002;39-600;7.0 MLD;Infrastruktura kolejowa 7.0 MLD;TRANSPORT;Transport i łączność
39;600;60011;Drogi publiczne krajowe;4729338;39-600-60011;39-600;4.7 MLD;Drogi publiczne krajowe 4.7 MLD;TRANSPORT;Transport i łączność
39;600;60012;Generalna Dyrekcja Dróg Krajowych i Autostrad;762889;39-600-60012;39-600;762.9 MLN;Generalna Dyrekcja Dróg Krajowych i Autostrad 762.9 MLN;TRANSPORT;Transport i łączność
39;600;60015;Drogi publiczne w miastach na prawach powiatu;27080;39-600-60015;39-600;27.1 MLN;Drogi publiczne w miastach na prawach powiatu 27.1 MLN;TRANSPORT;Transport i łączność
39;600;60016;Drogi publiczne gminne;65300;39-600-60016;39-600;65.3 MLN;Drogi publiczne gminne 65.3 MLN;TRANSPORT;Transport i łączność
39;600;60055;Inspekcja Transportu Drogowego;248110;39-600-60055;39-600;248.1 MLN;Inspekcja Transportu Drogowego 248.1 MLN;TRANSPORT;Transport i łączność
39;600;60056;Urząd Lotnictwa Cywilnego;87646;39-600-60056;39-600;87.6 MLN;Urząd Lotnictwa Cywilnego 87.6 MLN;TRANSPORT;Transport i łączność
39;600;60061;Polska Agencja Żeglugi Powietrznej;19871;39-600-60061;39-600;19.9 MLN;Polska Agencja Żeglugi Powietrznej 19.9 MLN;TRANSPORT;Transport i łączność
39;600;60095;Pozostała działalność;25212;39-600-60095;39-600;25.2 MLN;Pozostała działalność 25.2 MLN;TRANSPORT;Transport i łączność
39;730;;Szkolnictwo wyższe i nauka;27000;39-730;39;27.0 MLN;Szkolnictwo wyższe i nauka 27.0 MLN;TRANSPORT;Szkolnictwo wyższe i nauka
39;730;73095;Pozostała działalność;27000;39-730-73095;39-730;27.0 MLN;Pozostała działalność 27.0 MLN;TRANSPORT;Szkolnictwo wyższe i nauka
39;750;;Administracja publiczna;202211;39-750;39;202.2 MLN;Administracja publiczna 202.2 MLN;TRANSPORT;Administracja publiczna
39;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;120259;39-750-75001;39-750;120.3 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 120.3 MLN;TRANSPORT;Administracja publiczna
39;750;75095;Pozostała działalność;81952;39-750-75095;39-750;82.0 MLN;Pozostała działalność 82.0 MLN;TRANSPORT;Administracja publiczna
39;752;;Obrona narodowa;32960;39-752;39;33.0 MLN;Obrona narodowa 33.0 MLN;TRANSPORT;Obrona narodowa
39;752;75212;Pozostałe wydatki obronne;32960;39-752-75212;39-752;33.0 MLN;Pozostałe wydatki obronne 33.0 MLN;TRANSPORT;Obrona narodowa
40;;;TURYSTYKA;110061;40;total;110.1 MLN;TURYSTYKA 110.1 MLN;TURYSTYKA;TURYSTYKA
40;630;;Turystyka;100764;40-630;40;100.8 MLN;Turystyka 100.8 MLN;TURYSTYKA;Turystyka
40;630;63002;Polska Organizacja Turystyczna;84324;40-630-63002;40-630;84.3 MLN;Polska Organizacja Turystyczna 84.3 MLN;TURYSTYKA;Turystyka
40;630;63003;Zadania w zakresie upowszechniania turystyki;12600;40-630-63003;40-630;12.6 MLN;Zadania w zakresie upowszechniania turystyki 12.6 MLN;TURYSTYKA;Turystyka
40;630;63095;Pozostała działalność;3840;40-630-63095;40-630;3.8 MLN;Pozostała działalność 3.8 MLN;TURYSTYKA;Turystyka
40;750;;Administracja publiczna;9288;40-750;40;9.3 MLN;Administracja publiczna 9.3 MLN;TURYSTYKA;Administracja publiczna
40;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;9288;40-750-75001;40-750;9.3 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 9.3 MLN;TURYSTYKA;Administracja publiczna
40;752;;Obrona narodowa;9;40-752;40;0.0 MLN;Obrona narodowa 0.0 MLN;TURYSTYKA;Obrona narodowa
40;752;75212;Pozostałe wydatki obronne;9;40-752-75212;40-752;0.0 MLN;Pozostałe wydatki obronne 0.0 MLN;TURYSTYKA;Obrona narodowa
41;;;ŚRODOWISKO;534097;41;total;534.1 MLN;ŚRODOWISKO 534.1 MLN;ŚRODOWISKO;ŚRODOWISKO
41;020;;Leśnictwo;2795;41-020;41;2.8 MLN;Leśnictwo 2.8 MLN;ŚRODOWISKO;Leśnictwo
41;020;02003;Biuro Nasiennictwa Leśnego;1745;41-020-02003;41-020;1.7 MLN;Biuro Nasiennictwa Leśnego 1.7 MLN;ŚRODOWISKO;Leśnictwo
41;020;02095;Pozostała działalność;1050;41-020-02095;41-020;1.1 MLN;Pozostała działalność 1.1 MLN;ŚRODOWISKO;Leśnictwo
41;710;;Działalność usługowa;35993;41-710;41;36.0 MLN;Działalność usługowa 36.0 MLN;ŚRODOWISKO;Działalność usługowa
41;710;71095;Pozostała działalność;35993;41-710-71095;41-710;36.0 MLN;Pozostała działalność 36.0 MLN;ŚRODOWISKO;Działalność usługowa
41;750;;Administracja publiczna;56340;41-750;41;56.3 MLN;Administracja publiczna 56.3 MLN;ŚRODOWISKO;Administracja publiczna
41;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;56208;41-750-75001;41-750;56.2 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 56.2 MLN;ŚRODOWISKO;Administracja publiczna
41;750;75080;Działalność badawczo-rozwojowa;97;41-750-75080;41-750;0.1 MLN;Działalność badawczo-rozwojowa 0.1 MLN;ŚRODOWISKO;Administracja publiczna
41;750;75095;Pozostała działalność;35;41-750-75095;41-750;0.0 MLN;Pozostała działalność 0.0 MLN;ŚRODOWISKO;Administracja publiczna
41;752;;Obrona narodowa;209;41-752;41;0.2 MLN;Obrona narodowa 0.2 MLN;ŚRODOWISKO;Obrona narodowa
41;752;75212;Pozostałe wydatki obronne;209;41-752-75212;41-752;0.2 MLN;Pozostałe wydatki obronne 0.2 MLN;ŚRODOWISKO;Obrona narodowa
41;801;;Oświata i wychowanie;56655;41-801;41;56.7 MLN;Oświata i wychowanie 56.7 MLN;ŚRODOWISKO;Oświata i wychowanie
41;801;80115;Technika;48812;41-801-80115;41-801;48.8 MLN;Technika 48.8 MLN;ŚRODOWISKO;Oświata i wychowanie
41;801;80117;Branżowe szkoły I i II stopnia;694;41-801-80117;41-801;0.7 MLN;Branżowe szkoły I i II stopnia 0.7 MLN;ŚRODOWISKO;Oświata i wychowanie
41;801;80146;Dokształcanie i doskonalenie nauczycieli;155;41-801-80146;41-801;0.2 MLN;Dokształcanie i doskonalenie nauczycieli 0.2 MLN;ŚRODOWISKO;Oświata i wychowanie
41;801;80148;Stołówki szkolne i przedszkolne;6945;41-801-80148;41-801;6.9 MLN;Stołówki szkolne i przedszkolne 6.9 MLN;ŚRODOWISKO;Oświata i wychowanie
41;801;80195;Pozostała działalność;49;41-801-80195;41-801;0.0 MLN;Pozostała działalność 0.0 MLN;ŚRODOWISKO;Oświata i wychowanie
41;854;;Edukacyjna opieka wychowawcza;28496;41-854;41;28.5 MLN;Edukacyjna opieka wychowawcza 28.5 MLN;ŚRODOWISKO;Edukacyjna opieka wychowawcza
41;854;85410;Internaty i bursy szkolne;28417;41-854-85410;41-854;28.4 MLN;Internaty i bursy szkolne 28.4 MLN;ŚRODOWISKO;Edukacyjna opieka wychowawcza
41;854;85446;Dokształcanie i doskonalenie nauczycieli;79;41-854-85446;41-854;0.1 MLN;Dokształcanie i doskonalenie nauczycieli 0.1 MLN;ŚRODOWISKO;Edukacyjna opieka wychowawcza
41;900;;Gospodarka komunalna i ochrona środowiska;214372;41-900;41;214.4 MLN;Gospodarka komunalna i ochrona środowiska 214.4 MLN;ŚRODOWISKO;Gospodarka komunalna i ochrona środowiska
41;900;90008;Ochrona różnorodności biologicznej i krajobrazu;69;41-900-90008;41-900;0.1 MLN;Ochrona różnorodności biologicznej i krajobrazu 0.1 MLN;ŚRODOWISKO;Gospodarka komunalna i ochrona środowiska
41;900;90022;Generalna Dyrekcja Ochrony Środowiska;36040;41-900-90022;41-900;36.0 MLN;Generalna Dyrekcja Ochrony Środowiska 36.0 MLN;ŚRODOWISKO;Gospodarka komunalna i ochrona środowiska
41;900;90023;Regionalne dyrekcje ochrony środowiska;178263;41-900-90023;41-900;178.3 MLN;Regionalne dyrekcje ochrony środowiska 178.3 MLN;ŚRODOWISKO;Gospodarka komunalna i ochrona środowiska
